Brand,Price,Color,Features,Condition,Condition Description,Seller Note,GPU,Processor,Processor Speed,Processor Speed Unit,Type,Width of the Display,Height of the Display,OS,Storage Type,Hard Drive Capacity,Hard Drive Capacity Unit,SSD Capacity,SSD Capacity Unit,Screen Size (inch),Ram Size,Ram Size Unit
lenovo,$594.50 ,blue,"Backlit Keyboard,  Bluetooth,  Built-in Microphone,  Built-in Webcam,  Touchscreen,  Wi-Fi,  Fingerprint Reader",Open box,"An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description.","this laptop has been ""certified factory refurbished"" by lenovo direct (not by 3rd party) to brand new condition and is backed by a lenovo factory warranty. looks just ""like new"" sealed in a lenovo box. lenovo warranty card. all original accessories included! you wont see a difference. save big!!!",intel,intel core i7 13th generation,5,GHz,notebook/laptop,1920,1200,windows,ssd,512,gb,512,gb,16,16,gb
dell,$325.00 ,black,"Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, LTE, Multi-Touch Trackpad, Widescreen Display, Wi-Fi, SIM Card Slot",Very Good - Refurbished,"The item shows minimal wear and is backed by a one year warranty. It is fully functional and has been professionally refurbished, inspected and cleaned to very good condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details.","aaa pcs is a microsoft authorized refurbisher partner. (mar) your computer will ship securely and neatly in a new brown box to ensure a great delivery experience. minimal imperfections may be present on the unit, such as light scuffs or light scratches. genuine ac adapter & battery included with your order. your order is backed by our 30 day money-back guarantee, and extended 1-year allstate warranty.",intel,intel core i5 7th generation,3.1,GHz,notebook/laptop,1920,1080,windows,ssd,2,tb,,unknown,,,gb
other,$160.00 ,gray,"Bluetooth, Built-in Microphone, Built-in Webcam",New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,intel,intel celeron n4100,2.7,GHz,notebook/laptop,1920,1080,windows,ssd,256,gb,256,gb,14.1,8,gb
dell,$130.00 ,black,Wi-Fi,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","upgraded to 128gb ssd, this dell laptop latitude 3190 was used previously and will show very little signs of use and handling. the pc laptop will show some signs of cosmetic wear, but is fully operational and functions as intended. each laptop was professionally inspected by certified dell laptop technicians in an r2 certified facility and guaranteed to function normally. see the our listing for full details and description of any imperfections.",other,intel core 2 quad,2.8,GHz,notebook/laptop,1920,1080,windows,ssd,256,gb,128,gb,11.6,4,gb
dell,$185.00 ,black,Rugged,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",good working and in cosmetic shape. back light keyboard. comes with a compatible dell charger,intel,intel core i5 6th generation,2.4,GHz,other,1366,768,windows,ssd,512,gb,512,gb,14,8,gb
lenovo,$199.00 ,black,"Bluetooth, Built-in Microphone, Built-in Webcam, Touchscreen, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","light scratches and scuffs on the exterior of the unit, light keyboard marks on the screen that are not visible during use, keyboard is in good condition.",intel,intel core i5 8th generation,1.6,GHz,notebook/laptop,1920,1080,windows,ssd,256,gb,256,gb,14,16,gb
dell,$729.00 ,silver,,Certified - Refurbished,"The item is in a pristine, like-new condition. It has been professionally inspected, cleaned, and refurbished by the manufacturer or a manufacturer-approved vendor to meet manufacturer specifications. The item will be in new packaging with original or new accessories. See the seller's listing for full details.",2 years all-state warranty. like new condition.,other,intel core i7-13700h,2.4,GHz,notebook/laptop,,,windows,ssd,,unknown,1,tb,16,32,gb
lenovo,$160.00 ,black,"Built-in Webcam, Bluetooth, Optical Drive, Built-in Microphone, Wi-Fi",Undefined,Undefined,undefined,intel,undefined,1.7,GHz,notebook/laptop,1920,1080,windows,ssd,256,gb,256,gb,12.5,8,gb
microsoft,$230.00 ,silver,"Bluetooth, Built-in Webcam, Convertible 2-in-1 Laptop/Tablet, Built-in Microphone",Undefined,Undefined,undefined,intel,intel pentium gold,1.1,GHz,notebook/laptop,1920,1280,windows,ssd,64,gb,64,gb,10.5,4,gb
lenovo,$62.50 ,other,"Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi",Good - Refurbished,"The item shows moderate wear and is backed by a one year warranty. It is fully functional and has been professionally refurbished, inspected and cleaned to good condition by qualified sellers. The item includes original or new accessories and will come in a new generic packaging. See the seller's listing for full details.","good refurbished this lenovo 14e chromebook is fully functional and in excellent working condition. there is minimal wear on the chromebook from normal use, such as scratches and scuffs on the case and screen, as well as keyboard marks in the lcd, and spots in the lcd. this wear does not affect the functionality of the chromebook in any way. only the items pictured are included in the listing unless stated otherwise. includes power adapter and chromeos.",intel,amd a4-9120c,1.6,GHz,notebook/laptop,1366,768,chrome,emmc,,unknown,,tb,14,4,gb
dell,$325.00 ,black,"Bluetooth, Built-in Microphone, Built-in Webcam, LTE, Multi-Touch Trackpad, Widescreen Display, Wi-Fi",Very Good - Refurbished,"The item shows minimal wear and is backed by a one year warranty. It is fully functional and has been professionally refurbished, inspected and cleaned to very good condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details.","aaa pcs is a microsoft authorized refurbisher partner. (mar) your computer will ship securely and neatly in a new brown box to ensure a great delivery experience. minimal imperfections may be present on the unit, such as light scuffs or light scratches. genuine ac adapter & battery included with your order. your order is backed by our 30 day money-back guarantee, and extended 1-year allstate warranty.",intel,intel core i5 8th generation,3.4,GHz,notebook/laptop,1920,1080,windows,ssd,2,tb,,unknown,,,gb
lenovo,$48.00 ,black,"Bluetooth,  Built-in Microphone,  Built-in Webcam,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 3rd generation,2.6,GHz,notebook/laptop,1366,768,windows,ssd,500,gb,500,gb,14,8,gb
hp,$550.00 ,silver,,Undefined,Undefined,undefined,nvidia,amd ryzen 5 7000 series,3.3,GHz,notebook/laptop,1920,1080,windows,ssd,500,gb,512,gb,15.6,8,gb
lenovo,$151.10 ,other,,Very Good - Refurbished,"The item shows minimal wear and is backed by a one year warranty. It is fully functional and has been professionally refurbished, inspected and cleaned to very good condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details.",undefined,other,intel core i5 7th generation,2.6,GHz,notebook/laptop,,,windows,ssd,,unknown,256,gb,13.3,8,gb
lenovo,$230.00 ,black,,For parts or not working,"An item that does not function as intended and is not fully operational. This includes items that are defective in ways that render them difficult to use, items that require service or repair, items that are locked or can't be activated, or items missing essential components. See the seller's listing for full details.",undefined,other,intel core i5 8th generation,1.6,GHz,other,1920,1080,unknown,ssd,,unknown,,tb,13.3,4,gb
other,$151.80 ,other,LTE,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",used good condition. will have some normal marks on casing. stylus pen not included but perfectly works ok with fingertouch,other,intel core i5-5300u,2.3,GHz,other,1920,1080,unknown,unknown,0,gb,128,gb,10.1,8,gb
hp,$150.00 ,gray,"Anti-glare HD LED Display, Bluetooth, Built-in Microphone, Built-in Webcam, Convertible 2-in-1 Laptop/Tablet, Hyper-Threading Technology, Intel Turbo Boost Technology, Multi-Touch Trackpad, Touchscreen, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","this hp x360 laptop was used before and will show normal signs of use and handling with nothing major, the hp x360 laptop has be professionally tested and guaranteed to function normally. the laptop is in overall great conditions.",intel,intel celeron n,1.1,GHz,notebook/laptop,1366,768,windows,ssd,128,gb,128,gb,11.6,4,gb
